scope,target_i,target_j,positive_i,positive_j,count_both_positive,p_j_given_i,p_i_given_j,jaccard
full_filtered,is_like,long_view,21170,381514,14315,0.6761927255550307,0.03752155884187736,0.03685927558584748
full_filtered,is_like,is_like,21170,21170,21170,1.0,1.0,1.0
full_filtered,is_like,is_follow,21170,1119,469,0.022153991497401986,0.419124218051832,0.021494042163153072
full_filtered,is_like,is_comment,21170,2918,448,0.021162021728861596,0.15352981494174092,0.01895093062605753
full_filtered,is_like,is_forward,21170,1117,175,0.00826641473783656,0.1566696508504924,0.007914254703328509
full_filtered,is_like,is_hate,21170,480,8,0.0003778932451582428,0.016666666666666666,0.0003696516033638296
full_filtered,is_like,is_profile_enter,21170,28819,1982,0.09362305148795465,0.06877407266039766,0.04128564584331452
full_filtered,is_like,strong_positive,21170,25209,21170,1.0,0.8397794438494188,0.8397794438494188
full_filtered,is_like,explicit_positive,21170,51554,21170,1.0,0.4106373899212476,0.4106373899212476
full_filtered,is_like,deep_engagement,21170,395325,21170,1.0,0.05355087586163283,0.05355087586163283
full_filtered,is_follow,is_click,1119,525448,1002,0.8954423592493298,0.0019069441695467486,0.001906519650281126
full_filtered,is_follow,long_view,1119,381514,792,0.707774798927614,0.0020759395461241266,0.002074161758428246
full_filtered,is_follow,is_like,1119,21170,469,0.419124218051832,0.022153991497401986,0.021494042163153072
full_filtered,is_follow,is_follow,1119,1119,1119,1.0,1.0,1.0
full_filtered,is_follow,is_comment,1119,2918,12,0.010723860589812333,0.00411240575736806,0.0029813664596273293
full_filtered,is_follow,is_forward,1119,1117,13,0.01161751563896336,0.011638316920322292,0.005847953216374269
full_filtered,is_follow,is_hate,1119,480,1,0.0008936550491510277,0.0020833333333333333,0.0006257822277847309
full_filtered,is_follow,is_profile_enter,1119,28819,290,0.25915996425379806,0.010062805787848295,0.00978143550998381
full_filtered,is_follow,strong_positive,1119,25209,1119,1.0,0.04438890872307509,0.04438890872307509
full_filtered,is_follow,explicit_positive,1119,51554,1119,1.0,0.021705396283508555,0.021705396283508555
full_filtered,is_follow,deep_engagement,1119,395325,1119,1.0,0.002830582432176058,0.002830582432176058
full_filtered,is_comment,is_click,2918,525448,2834,0.9712131596984236,0.005393492790913658,0.005392630705646849
full_filtered,is_comment,long_view,2918,381514,2584,0.8855380397532556,0.0067730148828090185,0.006767090570069766
full_filtered,is_comment,is_like,2918,21170,448,0.15352981494174092,0.021162021728861596,0.01895093062605753
full_filtered,is_comment,is_follow,2918,1119,12,0.00411240575736806,0.010723860589812333,0.0029813664596273293
full_filtered,is_comment,is_comment,2918,2918,2918,1.0,1.0,1.0
full_filtered,is_comment,is_forward,2918,1117,18,0.00616860863605209,0.01611459265890779,0.004480955937266617
full_filtered,is_comment,is_hate,2918,480,2,0.0006854009595613434,0.004166666666666667,0.0005889281507656066
full_filtered,is_comment,is_profile_enter,2918,28819,313,0.10726525017135025,0.010860890384815573,0.009960539714867617
full_filtered,is_comment,strong_positive,2918,25209,2918,1.0,0.11575231068269269,0.11575231068269269
full_filtered,is_comment,explicit_positive,2918,51554,2918,1.0,0.05660084571517244,0.05660084571517244
full_filtered,is_comment,deep_engagement,2918,395325,2918,1.0,0.0073812685764877,0.0073812685764877
full_filtered,is_forward,is_click,1117,525448,982,0.8791405550581916,0.001868881411671564,0.0018684013752347393
full_filtered,is_forward,long_view,1117,381514,753,0.6741271262309758,0.0019737152502922566,0.0019718339364928066
full_filtered,is_forward,is_like,1117,21170,175,0.1566696508504924,0.00826641473783656,0.007914254703328509
full_filtered,is_forward,is_follow,1117,1119,13,0.011638316920322292,0.01161751563896336,0.005847953216374269
full_filtered,is_forward,is_comment,1117,2918,18,0.01611459265890779,0.00616860863605209,0.004480955937266617
full_filtered,is_forward,is_forward,1117,1117,1117,1.0,1.0,1.0
full_filtered,is_forward,is_hate,1117,480,6,0.005371530886302597,0.0125,0.003771213073538655
full_filtered,is_forward,is_profile_enter,1117,28819,86,0.07699194270367055,0.002984142406051563,0.00288107202680067
full_filtered,is_forward,strong_positive,1117,25209,1117,1.0,0.044309571978261734,0.044309571978261734
full_filtered,is_forward,explicit_positive,1117,51554,1117,1.0,0.02166660200954339,0.02166660200954339
full_filtered,is_forward,deep_engagement,1117,395325,1117,1.0,0.002825523303610953,0.002825523303610953
full_filtered,is_hate,is_click,480,525448,213,0.44375,0.00040536837137071605,0.00040516249298574325
full_filtered,is_hate,long_view,480,381514,118,0.24583333333333332,0.00030929402328617035,0.0003090008274937414
full_filtered,is_hate,is_like,480,21170,8,0.016666666666666666,0.0003778932451582428,0.0003696516033638296
full_filtered,is_hate,is_follow,480,1119,1,0.0020833333333333333,0.0008936550491510277,0.0006257822277847309
full_filtered,is_hate,is_comment,480,2918,2,0.004166666666666667,0.0006854009595613434,0.0005889281507656066
full_filtered,is_hate,is_forward,480,1117,6,0.0125,0.005371530886302597,0.003771213073538655
full_filtered,is_hate,is_hate,480,480,480,1.0,1.0,1.0
full_filtered,is_hate,is_profile_enter,480,28819,5,0.010416666666666666,0.00017349665151462576,0.00017068341639926265
full_filtered,is_hate,strong_positive,480,25209,16,0.03333333333333333,0.0006346939585068825,0.0006232228411171269
full_filtered,is_hate,explicit_positive,480,51554,21,0.04375,0.0004073398766342088,0.0004037452175417684
full_filtered,is_hate,deep_engagement,480,395325,128,0.26666666666666666,0.0003237842281666983,0.0003234961850195993
full_filtered,is_profile_enter,is_click,28819,525448,27246,0.9454179534334988,0.05185289505336399,0.05169812967604707
full_filtered,is_profile_enter,long_view,28819,381514,22042,0.7648426385370762,0.0577750750955404,0.05676670332302319
full_filtered,is_profile_enter,is_like,28819,21170,1982,0.06877407266039766,0.09362305148795465,0.04128564584331452
full_filtered,is_profile_enter,is_follow,28819,1119,290,0.010062805787848295,0.25915996425379806,0.00978143550998381
full_filtered,is_profile_enter,is_comment,28819,2918,313,0.010860890384815573,0.10726525017135025,0.009960539714867617
full_filtered,is_profile_enter,is_forward,28819,1117,86,0.002984142406051563,0.07699194270367055,0.00288107202680067
full_filtered,is_profile_enter,is_hate,28819,480,5,0.00017349665151462576,0.010416666666666666,0.00017068341639926265
full_filtered,is_profile_enter,is_profile_enter,28819,28819,28819,1.0,1.0,1.0
full_filtered,is_profile_enter,strong_positive,28819,25209,2474,0.08584614316943683,0.0981395533341267,0.04798851689490631
full_filtered,is_profile_enter,explicit_positive,28819,51554,28819,1.0,0.5590060907010125,0.5590060907010125
full_filtered,is_profile_enter,deep_engagement,28819,395325,28819,1.0,0.07289951305887561,0.07289951305887561
full_filtered,strong_positive,is_click,25209,525448,21821,0.8656035542861676,0.04152837197972016,0.041262319509261854
full_filtered,strong_positive,long_view,25209,381514,17613,0.6986790431988575,0.046166064679146766,0.04526483513659377
full_filtered,strong_positive,is_like,25209,21170,21170,0.8397794438494188,1.0,0.8397794438494188
full_filtered,strong_positive,is_follow,25209,1119,1119,0.04438890872307509,1.0,0.04438890872307509
full_filtered,strong_positive,is_comment,25209,2918,2918,0.11575231068269269,1.0,0.11575231068269269
full_filtered,strong_positive,is_forward,25209,1117,1117,0.044309571978261734,1.0,0.044309571978261734
full_filtered,strong_positive,is_hate,25209,480,16,0.0006346939585068825,0.03333333333333333,0.0006232228411171269
full_filtered,strong_positive,is_profile_enter,25209,28819,2474,0.0981395533341267,0.08584614316943683,0.04798851689490631
full_filtered,strong_positive,strong_positive,25209,25209,25209,1.0,1.0,1.0
full_filtered,strong_positive,explicit_positive,25209,51554,25209,1.0,0.48898242619389376,0.48898242619389376
full_filtered,strong_positive,deep_engagement,25209,395325,25209,1.0,0.0637677859988617,0.0637677859988617
full_filtered,explicit_positive,is_click,51554,525448,46663,0.9051286030181945,0.08880612353648695,0.08798711767378978
full_filtered,explicit_positive,long_view,51554,381514,37743,0.7321061411335686,0.09892952814313498,0.0954733447163726
full_filtered,explicit_positive,is_like,51554,21170,21170,0.4106373899212476,1.0,0.4106373899212476
full_filtered,explicit_positive,is_follow,51554,1119,1119,0.021705396283508555,1.0,0.021705396283508555
full_filtered,explicit_positive,is_comment,51554,2918,2918,0.05660084571517244,1.0,0.05660084571517244
full_filtered,explicit_positive,is_forward,51554,1117,1117,0.02166660200954339,1.0,0.02166660200954339
full_filtered,explicit_positive,is_hate,51554,480,21,0.0004073398766342088,0.04375,0.0004037452175417684
full_filtered,explicit_positive,is_profile_enter,51554,28819,28819,0.5590060907010125,1.0,0.5590060907010125
full_filtered,explicit_positive,strong_positive,51554,25209,25209,0.48898242619389376,1.0,0.48898242619389376
full_filtered,explicit_positive,explicit_positive,51554,51554,51554,1.0,1.0,1.0
full_filtered,explicit_positive,deep_engagement,51554,395325,51554,1.0,0.13040915702270284,0.13040915702270284
full_filtered,deep_engagement,is_click,395325,525448,389054,0.9841371023841143,0.7404234101186036,0.7316909871567501
full_filtered,deep_engagement,long_view,395325,381514,381514,0.9650641876936698,1.0,0.9650641876936698
full_filtered,deep_engagement,is_like,395325,21170,21170,0.05355087586163283,1.0,0.05355087586163283
full_filtered,deep_engagement,is_follow,395325,1119,1119,0.002830582432176058,1.0,0.002830582432176058
full_filtered,deep_engagement,is_comment,395325,2918,2918,0.0073812685764877,1.0,0.0073812685764877
full_filtered,deep_engagement,is_forward,395325,1117,1117,0.002825523303610953,1.0,0.002825523303610953
full_filtered,deep_engagement,is_hate,395325,480,128,0.0003237842281666983,0.26666666666666666,0.0003234961850195993
full_filtered,deep_engagement,is_profile_enter,395325,28819,28819,0.07289951305887561,1.0,0.07289951305887561
full_filtered,deep_engagement,strong_positive,395325,25209,25209,0.0637677859988617,1.0,0.0637677859988617
full_filtered,deep_engagement,explicit_positive,395325,51554,51554,0.13040915702270284,1.0,0.13040915702270284
full_filtered,deep_engagement,deep_engagement,395325,395325,395325,1.0,1.0,1.0
train,is_click,is_click,502248,502248,502248,1.0,1.0,1.0
train,is_click,long_view,502248,364383,362837,0.7224259728261735,0.9957572115054764,0.7202090537005205
train,is_click,is_like,502248,20232,17245,0.03433562702091397,0.8523625939106366,0.034132631349767927
train,is_click,is_follow,502248,1046,937,0.0018656122075150126,0.8957934990439771,0.001865207412258613
train,is_click,is_comment,502248,2818,2738,0.0054514901005081155,0.971611071682044,0.005450621904413053
train,is_click,is_forward,502248,1065,937,0.0018656122075150126,0.8798122065727699,0.0018651368695956814
train,is_click,is_hate,502248,458,206,0.0004101559388987114,0.4497816593886463,0.00040995024875621893
train,is_click,is_profile_enter,502248,27730,26218,0.05220130294197289,0.9454742156509196,0.05204462442432905
train,is_click,strong_positive,502248,24092,20875,0.04156313215781845,0.8664701975759588,0.04129860623386387
train,is_click,explicit_positive,502248,49458,44796,0.08919099727624599,0.905738202110882,0.08837071669527136
train,is_click,deep_engagement,502248,377604,371612,0.7398974211943103,0.9841315240304658,0.7311742483865891
train,long_view,is_click,364383,502248,362837,0.9957572115054764,0.7224259728261735,0.7202090537005205
train,long_view,long_view,364383,364383,364383,1.0,1.0,1.0
train,long_view,is_like,364383,20232,13698,0.03759231358213748,0.6770462633451957,0.03693009487297697
train,long_view,is_follow,364383,1046,737,0.0020225971024992935,0.7045889101338432,0.0020208833755607472
train,long_view,is_comment,364383,2818,2495,0.006847191005068843,0.8853797019162527,0.006841126825442959
train,long_view,is_forward,364383,1065,718,0.001970454164985743,0.6741784037558686,0.0019685794971622842
train,long_view,is_hate,364383,458,114,0.0003128576250813018,0.24890829694323144,0.0003125625467815654
train,long_view,is_profile_enter,364383,27730,21212,0.058213473186180476,0.7649477100613055,0.05719046322333992
train,long_view,strong_positive,364383,24092,16850,0.04624255247912224,0.6994022912170015,0.0453414059872183
train,long_view,explicit_positive,364383,49458,36237,0.0994475592988696,0.7326822758704356,0.09596561477102997
train,long_view,deep_engagement,364383,377604,364383,1.0,0.9649871293736295,0.9649871293736295
train,is_like,is_click,20232,502248,17245,0.8523625939106366,0.03433562702091397,0.034132631349767927
train,is_like,long_view,20232,364383,13698,0.6770462633451957,0.03759231358213748,0.03693009487297697
train,is_like,is_like,20232,20232,20232,1.0,1.0,1.0
train,is_like,is_follow,20232,1046,444,0.021945432977461446,0.42447418738049714,0.02131131803782279
train,is_like,is_comment,20232,2818,434,0.021451166468960062,0.1540099361249113,0.01918995401485674
train,is_like,is_forward,20232,1065,170,0.008402530644523527,0.1596244131455399,0.008046575472144648
train,is_like,is_hate,20232,458,8,0.00039541320680110717,0.017467248908296942,0.0003868097862875931
train,is_like,is_profile_enter,20232,27730,1900,0.09391063661526294,0.06851785070320952,0.04124875168251487
train,is_like,strong_positive,20232,24092,20232,1.0,0.8397808401129006,0.8397808401129006
train,is_like,explicit_positive,20232,49458,20232,1.0,0.4090743661288366,0.4090743661288366
train,is_like,deep_engagement,20232,377604,20232,1.0,0.053579940890456666,0.053579940890456666
train,is_follow,is_click,1046,502248,937,0.8957934990439771,0.0018656122075150126,0.001865207412258613
train,is_follow,long_view,1046,364383,737,0.7045889101338432,0.0020225971024992935,0.0020208833755607472
train,is_follow,is_like,1046,20232,444,0.42447418738049714,0.021945432977461446,0.02131131803782279
train,is_follow,is_follow,1046,1046,1046,1.0,1.0,1.0
train,is_follow,is_comment,1046,2818,11,0.010516252390057362,0.0039034776437189495,0.0028549182455229693
train,is_follow,is_forward,1046,1065,11,0.010516252390057362,0.010328638497652582,0.005238095238095238
train,is_follow,is_hate,1046,458,1,0.0009560229445506692,0.002183406113537118,0.0006653359946773121
train,is_follow,is_profile_enter,1046,27730,275,0.26290630975143403,0.00991705733862243,0.0096487842531841
train,is_follow,strong_positive,1046,24092,1046,1.0,0.04341690187614146,0.04341690187614146
train,is_follow,explicit_positive,1046,49458,1046,1.0,0.021149257956245702,0.021149257956245702
train,is_follow,deep_engagement,1046,377604,1046,1.0,0.002770097774387983,0.002770097774387983
train,is_comment,is_click,2818,502248,2738,0.971611071682044,0.0054514901005081155,0.005450621904413053
train,is_comment,long_view,2818,364383,2495,0.8853797019162527,0.006847191005068843,0.006841126825442959
train,is_comment,is_like,2818,20232,434,0.1540099361249113,0.021451166468960062,0.01918995401485674
train,is_comment,is_follow,2818,1046,11,0.0039034776437189495,0.010516252390057362,0.0028549182455229693
train,is_comment,is_comment,2818,2818,2818,1.0,1.0,1.0
train,is_comment,is_forward,2818,1065,17,0.00603264726756565,0.01596244131455399,0.004397309881013968
train,is_comment,is_hate,2818,458,2,0.0007097232079489,0.004366812227074236,0.0006108735491753207
train,is_comment,is_profile_enter,2818,27730,297,0.10539389638041163,0.010710421925712225,0.009817857260916994
train,is_comment,strong_positive,2818,24092,2818,1.0,0.11696828822845758,0.11696828822845758
train,is_comment,explicit_positive,2818,49458,2818,1.0,0.05697763759149177,0.05697763759149177
train,is_comment,deep_engagement,2818,377604,2818,1.0,0.0074628446732555795,0.0074628446732555795
train,is_forward,is_click,1065,502248,937,0.8798122065727699,0.0018656122075150126,0.0018651368695956814
train,is_forward,long_view,1065,364383,718,0.6741784037558686,0.001970454164985743,0.0019685794971622842
train,is_forward,is_like,1065,20232,170,0.1596244131455399,0.008402530644523527,0.008046575472144648
train,is_forward,is_follow,1065,1046,11,0.010328638497652582,0.010516252390057362,0.005238095238095238
train,is_forward,is_comment,1065,2818,17,0.01596244131455399,0.00603264726756565,0.004397309881013968
train,is_forward,is_forward,1065,1065,1065,1.0,1.0,1.0
train,is_forward,is_hate,1065,458,6,0.005633802816901409,0.013100436681222707,0.003955174686882004
train,is_forward,is_profile_enter,1065,27730,82,0.07699530516431925,0.0029570861882437793,0.002855849266882597
train,is_forward,strong_positive,1065,24092,1065,1.0,0.04420554540926449,0.04420554540926449
train,is_forward,explicit_positive,1065,49458,1065,1.0,0.021533422297707147,0.021533422297707147
train,is_forward,deep_engagement,1065,377604,1065,1.0,0.0028204150379762924,0.0028204150379762924
train,is_hate,is_click,458,502248,206,0.4497816593886463,0.0004101559388987114,0.00040995024875621893
train,is_hate,long_view,458,364383,114,0.24890829694323144,0.0003128576250813018,0.0003125625467815654
train,is_hate,is_like,458,20232,8,0.017467248908296942,0.00039541320680110717,0.0003868097862875931
train,is_hate,is_follow,458,1046,1,0.002183406113537118,0.0009560229445506692,0.0006653359946773121
train,is_hate,is_comment,458,2818,2,0.004366812227074236,0.0007097232079489,0.0006108735491753207
train,is_hate,is_forward,458,1065,6,0.013100436681222707,0.005633802816901409,0.003955174686882004
train,is_hate,is_hate,458,458,458,1.0,1.0,1.0
train,is_hate,is_profile_enter,458,27730,5,0.010917030567685589,0.00018031013342949875,0.00017741191498421035
train,is_hate,strong_positive,458,24092,16,0.034934497816593885,0.0006641208699983397,0.0006521561914078421
train,is_hate,explicit_positive,458,49458,21,0.04585152838427948,0.0004246026931942254,0.0004208838560978054
train,is_hate,deep_engagement,458,377604,124,0.27074235807860264,0.0003283863518394932,0.00032809614275357334
train,is_profile_enter,is_click,27730,502248,26218,0.9454742156509196,0.05220130294197289,0.05204462442432905
train,is_profile_enter,long_view,27730,364383,21212,0.7649477100613055,0.058213473186180476,0.05719046322333992
train,is_profile_enter,is_like,27730,20232,1900,0.06851785070320952,0.09391063661526294,0.04124875168251487
train,is_profile_enter,is_follow,27730,1046,275,0.00991705733862243,0.26290630975143403,0.0096487842531841
train,is_profile_enter,is_comment,27730,2818,297,0.010710421925712225,0.10539389638041163,0.009817857260916994
train,is_profile_enter,is_forward,27730,1065,82,0.0029570861882437793,0.07699530516431925,0.002855849266882597
train,is_profile_enter,is_hate,27730,458,5,0.00018031013342949875,0.010917030567685589,0.00017741191498421035
train,is_profile_enter,is_profile_enter,27730,27730,27730,1.0,1.0,1.0
train,is_profile_enter,strong_positive,27730,24092,2364,0.085250631085467,0.0981238585422547,0.047798131748149945
train,is_profile_enter,explicit_positive,27730,49458,27730,1.0,0.5606777467750415,0.5606777467750415
train,is_profile_enter,deep_engagement,27730,377604,27730,1.0,0.07343672206862216,0.07343672206862216
train,strong_positive,is_click,24092,502248,20875,0.8664701975759588,0.04156313215781845,0.04129860623386387
train,strong_positive,long_view,24092,364383,16850,0.6994022912170015,0.04624255247912224,0.0453414059872183
train,strong_positive,is_like,24092,20232,20232,0.8397808401129006,1.0,0.8397808401129006
train,strong_positive,is_follow,24092,1046,1046,0.04341690187614146,1.0,0.04341690187614146
train,strong_positive,is_comment,24092,2818,2818,0.11696828822845758,1.0,0.11696828822845758
train,strong_positive,is_forward,24092,1065,1065,0.04420554540926449,1.0,0.04420554540926449
train,strong_positive,is_hate,24092,458,16,0.0006641208699983397,0.034934497816593885,0.0006521561914078421
train,strong_positive,is_profile_enter,24092,27730,2364,0.0981238585422547,0.085250631085467,0.047798131748149945
train,strong_positive,strong_positive,24092,24092,24092,1.0,1.0,1.0
train,strong_positive,explicit_positive,24092,49458,24092,1.0,0.4871203849731085,0.4871203849731085
train,strong_positive,deep_engagement,24092,377604,24092,1.0,0.06380229022997638,0.06380229022997638
train,explicit_positive,is_click,49458,502248,44796,0.905738202110882,0.08919099727624599,0.08837071669527136
train,explicit_positive,long_view,49458,364383,36237,0.7326822758704356,0.0994475592988696,0.09596561477102997
train,explicit_positive,is_like,49458,20232,20232,0.4090743661288366,1.0,0.4090743661288366
train,explicit_positive,is_follow,49458,1046,1046,0.021149257956245702,1.0,0.021149257956245702
train,explicit_positive,is_comment,49458,2818,2818,0.05697763759149177,1.0,0.05697763759149177
train,explicit_positive,is_forward,49458,1065,1065,0.021533422297707147,1.0,0.021533422297707147
train,explicit_positive,is_hate,49458,458,21,0.0004246026931942254,0.04585152838427948,0.0004208838560978054
train,explicit_positive,is_profile_enter,49458,27730,27730,0.5606777467750415,1.0,0.5606777467750415
train,explicit_positive,strong_positive,49458,24092,24092,0.4871203849731085,1.0,0.4871203849731085
train,explicit_positive,explicit_positive,49458,49458,49458,1.0,1.0,1.0
train,explicit_positive,deep_engagement,49458,377604,49458,1.0,0.13097848539740045,0.13097848539740045
train,deep_engagement,is_click,377604,502248,371612,0.9841315240304658,0.7398974211943103,0.7311742483865891
train,deep_engagement,long_view,377604,364383,364383,0.9649871293736295,1.0,0.9649871293736295
train,deep_engagement,is_like,377604,20232,20232,0.053579940890456666,1.0,0.053579940890456666
train,deep_engagement,is_follow,377604,1046,1046,0.002770097774387983,1.0,0.002770097774387983
train,deep_engagement,is_comment,377604,2818,2818,0.0074628446732555795,1.0,0.0074628446732555795
train,deep_engagement,is_forward,377604,1065,1065,0.0028204150379762924,1.0,0.0028204150379762924
train,deep_engagement,is_hate,377604,458,124,0.0003283863518394932,0.27074235807860264,0.00032809614275357334
train,deep_engagement,is_profile_enter,377604,27730,27730,0.07343672206862216,1.0,0.07343672206862216
train,deep_engagement,strong_positive,377604,24092,24092,0.06380229022997638,1.0,0.06380229022997638
train,deep_engagement,explicit_positive,377604,49458,49458,0.13097848539740045,1.0,0.13097848539740045
train,deep_engagement,deep_engagement,377604,377604,377604,1.0,1.0,1.0
validation,is_click,is_click,11559,11559,11559,1.0,1.0,1.0
validation,is_click,long_view,11559,8561,8535,0.7383856735011679,0.9969629716154654,0.7367285282693138
validation,is_click,is_like,11559,469,390,0.03373994290163509,0.8315565031982942,0.03351091252792576
validation,is_click,is_follow,11559,28,24,0.002076304178562159,0.8571428571428571,0.0020755859206088387
validation,is_click,is_comment,11559,50,48,0.004152608357124318,0.96,0.0041518899749156644
validation,is_click,is_forward,11559,23,21,0.0018167661562418895,0.9130434782608695,0.0018164518640256034
validation,is_click,is_hate,11559,11,2,0.00017302534821351327,0.18181818181818182,0.00017289073305670817
validation,is_click,is_profile_enter,11559,567,533,0.04611125529890129,0.9400352733686067,0.045976020012076256
validation,is_click,strong_positive,11559,550,466,0.04031490613374859,0.8472727272727273,0.04002404878467749
validation,is_click,explicit_positive,11559,1066,949,0.08210052772731205,0.8902439024390244,0.08127783487495718
validation,is_click,deep_engagement,11559,8873,8734,0.7556016956484125,0.9843344979150231,0.7466233544195588
validation,long_view,is_click,8561,11559,8535,0.9969629716154654,0.7383856735011679,0.7367285282693138
validation,long_view,long_view,8561,8561,8561,1.0,1.0,1.0
validation,long_view,is_like,8561,469,304,0.035509870342249734,0.6481876332622601,0.034838413935365575
validation,long_view,is_follow,8561,28,19,0.0022193668963906084,0.6785714285714286,0.0022170361726954494
validation,long_view,is_comment,8561,50,45,0.005256395280925126,0.9,0.005253327107167873
validation,long_view,is_forward,8561,23,14,0.001635322976287817,0.6086956521739131,0.001633605600933489
validation,long_view,is_hate,8561,11,1,0.00011680878402055835,0.09090909090909091,0.00011667250029168125
validation,long_view,is_profile_enter,8561,567,428,0.04999415956079897,0.7548500881834215,0.049195402298850575
validation,long_view,strong_positive,8561,550,368,0.04298563251956547,0.6690909090909091,0.042090815509550496
validation,long_view,explicit_positive,8561,1066,754,0.08807382315150099,0.7073170731707317,0.084976896201961
validation,long_view,deep_engagement,8561,8873,8561,1.0,0.9648371463991885,0.9648371463991885
validation,is_like,is_click,469,11559,390,0.8315565031982942,0.03373994290163509,0.03351091252792576
validation,is_like,long_view,469,8561,304,0.6481876332622601,0.035509870342249734,0.034838413935365575
validation,is_like,is_like,469,469,469,1.0,1.0,1.0
validation,is_like,is_follow,469,28,11,0.023454157782515993,0.39285714285714285,0.02263374485596708
validation,is_like,is_comment,469,50,8,0.017057569296375266,0.16,0.015655577299412915
validation,is_like,is_forward,469,23,1,0.0021321961620469083,0.043478260869565216,0.002036659877800407
validation,is_like,is_hate,469,11,0,0.0,0.0,0.0
validation,is_like,is_profile_enter,469,567,42,0.08955223880597014,0.07407407407407407,0.04225352112676056
validation,is_like,strong_positive,469,550,469,1.0,0.8527272727272728,0.8527272727272728
validation,is_like,explicit_positive,469,1066,469,1.0,0.4399624765478424,0.4399624765478424
validation,is_like,deep_engagement,469,8873,469,1.0,0.05285698185506593,0.05285698185506593
validation,is_follow,is_click,28,11559,24,0.8571428571428571,0.002076304178562159,0.0020755859206088387
validation,is_follow,long_view,28,8561,19,0.6785714285714286,0.0022193668963906084,0.0022170361726954494
validation,is_follow,is_like,28,469,11,0.39285714285714285,0.023454157782515993,0.02263374485596708
validation,is_follow,is_follow,28,28,28,1.0,1.0,1.0
validation,is_follow,is_comment,28,50,1,0.03571428571428571,0.02,0.012987012987012988
validation,is_follow,is_forward,28,23,0,0.0,0.0,0.0
validation,is_follow,is_hate,28,11,0,0.0,0.0,0.0
validation,is_follow,is_profile_enter,28,567,4,0.14285714285714285,0.007054673721340388,0.00676818950930626
validation,is_follow,strong_positive,28,550,28,1.0,0.05090909090909091,0.05090909090909091
validation,is_follow,explicit_positive,28,1066,28,1.0,0.02626641651031895,0.02626641651031895
validation,is_follow,deep_engagement,28,8873,28,1.0,0.0031556407077651303,0.0031556407077651303
validation,is_comment,is_click,50,11559,48,0.96,0.004152608357124318,0.0041518899749156644
validation,is_comment,long_view,50,8561,45,0.9,0.005256395280925126,0.005253327107167873
validation,is_comment,is_like,50,469,8,0.16,0.017057569296375266,0.015655577299412915
validation,is_comment,is_follow,50,28,1,0.02,0.03571428571428571,0.012987012987012988
validation,is_comment,is_comment,50,50,50,1.0,1.0,1.0
validation,is_comment,is_forward,50,23,0,0.0,0.0,0.0
validation,is_comment,is_hate,50,11,0,0.0,0.0,0.0
validation,is_comment,is_profile_enter,50,567,7,0.14,0.012345679012345678,0.011475409836065573
validation,is_comment,strong_positive,50,550,50,1.0,0.09090909090909091,0.09090909090909091
validation,is_comment,explicit_positive,50,1066,50,1.0,0.04690431519699812,0.04690431519699812
