user_id,interactions,unique_videos,first_time_ms,last_time_ms,first_date,last_date
104,33247,32429,1649389952179,1652018865503,20220408,20220508
105,5159,5117,1649369954386,1652014466535,20220408,20220508
106,13788,13368,1649387422613,1652019318979,20220408,20220508
107,5064,4898,1649349483529,1652023804268,20220408,20220508
108,4143,4056,1649467252067,1652019094633,20220409,20220508
109,26470,25733,1649377595568,1652018685540,20220408,20220508
110,15050,14640,1649374117473,1652022306187,20220408,20220508
111,36018,35168,1649346881174,1652023802349,20220408,20220508
112,12386,12343,1649393956599,1651916807568,20220408,20220507
113,3145,3083,1649622874025,1652022884342,20220411,20220508
114,6674,6501,1649373058369,1652023825096,20220408,20220508
115,17170,16478,1649393450787,1652010129849,20220408,20220508
116,2871,2802,1649405504006,1652019739284,20220408,20220508
117,3395,3230,1649379115955,1652020743965,20220408,20220508
118,13862,13569,1649379384203,1652011256628,20220408,20220508
119,4292,4139,1650286079724,1651961129662,20220418,20220508
120,9803,9580,1649367071306,1652018334374,20220408,20220508
121,16023,15958,1649374958323,1652021563857,20220408,20220508
122,7316,7197,1649485916977,1651991854759,20220409,20220508
123,25433,24993,1649350086126,1652014672678,20220408,20220508
124,5142,5012,1649420259348,1652017484785,20220408,20220508
125,14041,13386,1649823662940,1652023447290,20220413,20220508
126,8075,7977,1649371492602,1652011509651,20220408,20220508
127,12167,11767,1649416955767,1652019940282,20220408,20220508
128,7426,7310,1649372836831,1652016107984,20220408,20220508
129,10958,10689,1649367566596,1652015246591,20220408,20220508
130,27415,26494,1649383465984,1652023864077,20220408,20220508
131,2710,2611,1649387453200,1651978429980,20220408,20220508
132,11302,11000,1649347222047,1652024507779,20220408,20220508
133,10257,10126,1649378075472,1652014583759,20220408,20220508
134,6581,6444,1649377594848,1652002278722,20220408,20220508
135,6511,6329,1649367314161,1652022647392,20220408,20220508
136,9095,8791,1649389604184,1652018333630,20220408,20220508
137,1928,1900,1649375825011,1651999499896,20220408,20220508
138,43272,42323,1649365113389,1652000145189,20220408,20220508
139,9546,9402,1649376339190,1651979476208,20220408,20220508
140,17750,17202,1649421312774,1652024586636,20220408,20220508
141,3114,3092,1649479524566,1651938207511,20220409,20220507
142,26565,26414,1649371268287,1651848390554,20220408,20220506
143,1143,1129,1649436250580,1652024346470,20220409,20220508
144,12173,11853,1649348098292,1652018140819,20220408,20220508
145,14014,13720,1649370646395,1652022344242,20220408,20220508
146,450,424,1651717683902,1651931701306,20220505,20220507
147,6719,6597,1649422188216,1652021819204,20220408,20220508
148,5923,5830,1649364336853,1652014831659,20220408,20220508
149,11845,11530,1649351637095,1652023644935,20220408,20220508
150,10338,10089,1649378479336,1652023775089,20220408,20220508
151,41022,39013,1649346527098,1652021551824,20220408,20220508
152,3645,3548,1649420245130,1652018790044,20220408,20220508
153,12489,12143,1649384756265,1652024913288,20220408,20220508
154,9922,9515,1649482777070,1652018044332,20220409,20220508
155,4121,4094,1649374972133,1652018198924,20220408,20220508
156,15496,15187,1649372762906,1652012691046,20220408,20220508
157,20743,20284,1649374291172,1652022902354,20220408,20220508
158,9585,9410,1649346757600,1652009649938,20220408,20220508
159,12807,12447,1649378077796,1652012774433,20220408,20220508
160,5834,5641,1649373565687,1652012284809,20220408,20220508
161,10806,10573,1649375422995,1652013313158,20220408,20220508
162,4200,4107,1649403520501,1652023242471,20220408,20220508
163,7175,6921,1649379805561,1652022920768,20220408,20220508
164,8179,7985,1649419789964,1652017313196,20220408,20220508
165,578,576,1650717839015,1651062256767,20220423,20220427
166,15333,14838,1649350199259,1652023595208,20220408,20220508
167,7913,7700,1649377736083,1652011882992,20220408,20220508
168,8621,8499,1649346783192,1652024603177,20220408,20220508
169,9043,8844,1649469762434,1652023248275,20220409,20220508
170,219,216,1649895776824,1651636962308,20220414,20220504
171,1866,1821,1649425103626,1652011425175,20220408,20220508
172,7490,7341,1649369650399,1652012850422,20220408,20220508
173,19147,18590,1649632465355,1652001469962,20220411,20220508
174,5532,5459,1649349275230,1652023609355,20220408,20220508
175,6868,6534,1649346775185,1652023486565,20220408,20220508
176,17687,17473,1649370037731,1652018796387,20220408,20220508
177,5557,5361,1649378537819,1652023699453,20220408,20220508
178,5452,5227,1649348254248,1652018611663,20220408,20220508
179,6798,6573,1649412375103,1652017048788,20220408,20220508
180,27908,27132,1649346744976,1652016031415,20220408,20220508
181,22568,21824,1649370213190,1652019187239,20220408,20220508
182,2558,2509,1649377779789,1652022758957,20220408,20220508
183,6829,6695,1649346946272,1652001888693,20220408,20220508
184,21416,20215,1649408019971,1652019476928,20220408,20220508
185,2552,2472,1649393424628,1651842850040,20220408,20220506
186,1239,1217,1651488570090,1652022085789,20220502,20220508
187,14810,14418,1649346776282,1652018895995,20220408,20220508
188,6432,6300,1649346626383,1652022115466,20220408,20220508
189,9317,9229,1649372638113,1652023310797,20220408,20220508
190,28213,27757,1649368535311,1652022388341,20220408,20220508
191,38291,38216,1649371266821,1652014980389,20220408,20220508
192,22658,21450,1649384260547,1652024560403,20220408,20220508
193,7081,6888,1649374865281,1652021404131,20220408,20220508
194,1507,1495,1649373631001,1651912748471,20220408,20220507
195,3329,3277,1649368720081,1652001463663,20220408,20220508
196,8877,8654,1649384019211,1652018092471,20220408,20220508
197,34788,33084,1649350039112,1652013849798,20220408,20220508
198,37384,35947,1649368719609,1652022295703,20220408,20220508
199,11003,10481,1649381953173,1652021375525,20220408,20220508
200,4471,4390,1649348340963,1652014119139,20220408,20220508
201,2213,2167,1649396024389,1652024867031,20220408,20220508
202,27073,26651,1649387564451,1652016319789,20220408,20220508
203,1089,1049,1649374340141,1652023663275,20220408,20220508
204,33564,32954,1649374882803,1652019169549,20220408,20220508
205,66334,63248,1649510295413,1652022844320,20220409,20220508
206,12046,11753,1649346871473,1652004053513,20220408,20220508
207,8838,8695,1649395405067,1652014008028,20220408,20220508
208,8520,8386,1649382156399,1652024783888,20220408,20220508
209,11290,10823,1649372373092,1652005835768,20220408,20220508
210,26907,25791,1649371970759,1652012190063,20220408,20220508
211,22925,22020,1649346752597,1652023786254,20220408,20220508
212,8526,8335,1649374050808,1651987450613,20220408,20220508
213,13474,13380,1649346806354,1652008260281,20220408,20220508
214,6488,6426,1649352014517,1652022260121,20220408,20220508
215,12794,12536,1649347336531,1652024962977,20220408,20220508
216,8696,8558,1649346895161,1652020821301,20220408,20220508
217,9757,9493,1649379608458,1652014022203,20220408,20220508
218,20033,19567,1649393658821,1652022688715,20220408,20220508
219,22498,21790,1649347847862,1652023256416,20220408,20220508
220,863,854,1649376401353,1651983387825,20220408,20220508
221,34426,32260,1649384872909,1652024966418,20220408,20220508
222,2802,2737,1650292084350,1652023886291,20220418,20220508
223,1804,1758,1649462168437,1651900632650,20220409,20220507
224,553,539,1649573297840,1651884816231,20220410,20220507
225,13783,13264,1649512408887,1652018583505,20220409,20220508
226,15286,14891,1649349176146,1652010095192,20220408,20220508
227,2928,2876,1649413327303,1652004388911,20220408,20220508
228,14211,13868,1649371125742,1652022451005,20220408,20220508
229,11806,11371,1649346757337,1652024766812,20220408,20220508
230,1005,991,1649362172306,1652024561424,20220408,20220508
231,10506,10308,1649371966490,1652020860963,20220408,20220508
232,9527,9296,1649405739733,1651996044722,20220408,20220508
233,4729,4609,1649404063980,1652023033690,20220408,20220508
234,12307,11794,1649346781447,1652024500692,20220408,20220508
235,5750,5517,1649402239159,1652014648436,20220408,20220508
236,7121,6839,1649411996961,1652023560773,20220408,20220508
237,13053,13008,1649394920566,1652016838304,20220408,20220508
238,63991,59110,1649399277850,1652024363480,20220408,20220508
239,8553,8454,1649650481128,1652018442438,20220411,20220508
240,37016,36139,1649370135674,1652020001326,20220408,20220508
241,3524,3480,1649405262208,1652017853276,20220408,20220508
242,9947,9654,1649375355156,1652023226706,20220408,20220508
243,3371,3296,1649414287896,1652012468801,20220408,20220508
244,11173,10870,1649371558552,1652021037637,20220408,20220508
245,4922,4745,1649346862954,1652021404326,20220408,20220508
246,22092,21439,1649370976329,1652018770023,20220408,20220508
247,1814,1738,1650284331715,1652008360468,20220418,20220508
248,3443,3394,1649386405056,1652016192312,20220408,20220508
249,3181,3161,1649357814711,1652019657716,20220408,20220508
250,5958,5855,1649384306272,1652023959816,20220408,20220508
251,7532,7381,1649349185524,1652024486614,20220408,20220508
252,7315,7145,1649375595701,1652023538875,20220408,20220508
253,807,799,1650847901520,1651997668040,20220425,20220508
254,1993,1952,1649555129281,1651562033622,20220410,20220503
255,4681,4656,1649346764027,1652022416236,20220408,20220508
256,4608,4528,1649346331405,1652016364260,20220408,20220508
257,3645,3611,1649376782923,1652021858120,20220408,20220508
258,9242,9066,1649347290651,1652024091006,20220408,20220508
259,4531,4401,1649346955069,1652001421029,20220408,20220508
260,8048,7863,1649418604082,1651975778114,20220408,20220508
261,14479,13955,1649367960541,1652015505043,20220408,20220508
262,2018,1904,1649348369577,1652017955924,20220408,20220508
263,5969,5815,1649379028975,1652024527973,20220408,20220508
264,11708,11518,1649372385665,1652016903904,20220408,20220508
265,23431,22301,1649360712471,1652019263161,20220408,20220508
266,8469,8175,1649389890335,1652000294537,20220408,20220508
267,4185,4181,1649373626696,1652015387832,20220408,20220508
268,14465,13664,1649369261998,1652022039744,20220408,20220508
269,27851,26710,1649372025310,1652014082803,20220408,20220508
270,8214,8055,1649352496499,1652009426246,20220408,20220508
271,3361,3275,1649347045533,1652024654174,20220408,20220508
272,15215,14695,1649350033926,1652021130251,20220408,20220508
273,1180,1169,1649385569753,1652010083741,20220408,20220508
274,6070,5977,1649383632598,1652021364454,20220408,20220508
275,6732,6611,1649347963155,1652014999413,20220408,20220508
276,5725,5528,1649411172541,1652004884938,20220408,20220508
277,6249,6123,1649401023490,1652007361459,20220408,20220508
278,10114,9834,1649371511864,1652018381245,20220408,20220508
279,3947,3896,1649409198302,1652018535729,20220408,20220508
280,10566,10355,1649372292716,1651996464878,20220408,20220508
281,10478,9835,1649381720612,1652020077623,20220408,20220508
282,14939,14651,1649379596730,1652006906770,20220408,20220508
283,13938,13748,1649348950118,1652024182040,20220408,20220508
284,9718,9426,1650094839066,1652021243384,20220416,20220508
285,9034,8689,1649346521817,1652014007425,20220408,20220508
286,34018,33331,1649375141430,1652022468460,20220408,20220508
287,1552,1517,1649502270126,1651997341135,20220409,20220508
288,1841,1831,1649411311325,1652009662494,20220408,20220508
289,15001,14573,1649346652066,1652017088202,20220408,20220508
290,5725,5627,1649475904172,1652015762025,20220409,20220508
291,51289,49191,1649346603752,1652022617920,20220408,20220508
292,10648,10390,1649372838753,1652023870841,20220408,20220508
293,18730,18447,1649370243017,1651984056238,20220408,20220508
294,14787,14326,1649389333235,1652022822596,20220408,20220508
295,21867,20690,1649346779044,1652024691568,20220408,20220508
296,8674,8347,1649410264627,1651998069518,20220408,20220508
297,1824,1793,1649499519689,1651924564614,20220409,20220507
298,6170,5972,1650008135735,1652021399219,20220415,20220508
299,9043,8756,1649495196687,1652011905769,20220409,20220508
300,6764,6635,1649390490370,1652003094824,20220408,20220508
301,6433,6251,1649348890445,1652000514129,20220408,20220508
302,2191,2176,1649358236185,1652014505867,20220408,20220508
303,17783,16902,1649367248372,1651995036976,20220408,20220508
304,6909,6816,1649365868381,1652006290602,20220408,20220508
305,5278,5148,1649413171909,1652016241463,20220408,20220508
306,1609,1607,1649377433623,1652017279316,20220408,20220508
307,1061,1031,1649374067272,1651915564964,20220408,20220507
308,6717,6553,1649351839037,1651987396959,20220408,20220508
309,2034,2024,1649405783114,1651996386572,20220408,20220508
310,8074,7947,1649385073607,1652015451848,20220408,20220508
311,1820,1794,1649517415784,1652011490035,20220409,20220508
312,5917,5753,1649380037022,1652019606539,20220408,20220508
313,3746,3658,1649485358791,1651892931803,20220409,20220507
314,8699,8501,1649365130506,1652021712266,20220408,20220508
315,18564,18142,1649369332043,1652024031886,20220408,20220508
316,11789,11750,1649348367935,1652024713370,20220408,20220508
317,3031,2927,1649366758297,1652011831497,20220408,20220508
318,9004,8803,1649409718078,1652012127125,20220408,20220508
319,1666,1643,1649372878359,1651802047661,20220408,20220506
320,698,696,1649409445985,1652002516777,20220408,20220508
321,6999,6814,1649378029954,1652024519635,20220408,20220508
322,13637,13259,1649369966664,1652024579838,20220408,20220508
323,9693,9468,1649379269675,1652006200790,20220408,20220508
324,27518,26990,1649346741224,1652024107219,20220408,20220508
325,13141,12806,1649346308217,1652024814146,20220408,20220508
326,5986,5858,1649457554385,1652016219517,20220409,20220508
327,4279,4242,1649349429284,1652024456092,20220408,20220508
328,5852,5612,1649391905647,1651989548173,20220408,20220508
329,11159,10942,1649354032487,1652018416354,20220408,20220508
330,4372,4221,1649369102502,1652025116526,20220408,20220508
331,9307,9143,1649351828261,1652011520694,20220408,20220508
332,13440,13370,1649374595436,1651995880240,20220408,20220508
333,4034,3988,1649389760839,1652023096194,20220408,20220508
334,12198,11959,1649381877701,1652012113777,20220408,20220508
335,13270,13231,1649369989033,1652020748319,20220408,20220508
336,11800,11648,1649370954670,1652016021177,20220408,20220508
337,1877,1868,1650087584569,1652024207495,20220416,20220508
338,13051,12704,1649380622873,1652022934345,20220408,20220508
339,4270,4234,1649348887683,1652021461011,20220408,20220508
340,719,718,1650794515847,1652013647769,20220424,20220508
341,2133,2060,1651203551126,1651654645923,20220429,20220504
342,5998,5907,1649347364376,1652012255541,20220408,20220508
343,5755,5671,1649361874774,1652021473275,20220408,20220508
344,16146,15491,1649370296473,1652011910462,20220408,20220508
345,19780,18863,1649346826845,1652011375773,20220408,20220508
346,9311,9262,1649346797874,1652025129022,20220408,20220508
347,15310,14967,1649357421766,1652019970423,20220408,20220508
348,23634,22855,1649346611994,1652020751545,20220408,20220508
349,2066,2023,1649394603069,1652001646730,20220408,20220508
350,6248,6115,1649391388377,1652017007143,20220408,20220508
351,16951,16533,1649347342514,1652024816516,20220408,20220508
352,9676,9495,1649378999966,1652020322420,20220408,20220508
353,8499,8332,1649346359819,1652024084183,20220408,20220508
354,5662,5566,1649348898211,1652021286282,20220408,20220508
355,8384,8200,1649373172618,1652021877877,20220408,20220508
356,6666,6481,1649346643170,1652020762576,20220408,20220508
357,7410,7197,1649956268887,1652023594491,20220415,20220508
358,2659,2576,1649382667814,1652021843541,20220408,20220508
359,23064,22465,1649346769834,1652020290309,20220408,20220508
360,3671,3572,1649407727745,1651538985748,20220408,20220503
361,3997,3916,1649664714255,1652018890843,20220411,20220508
362,7237,7134,1649346301149,1652011473800,20220408,20220508
363,2634,2531,1649406224204,1651989180714,20220408,20220508
364,30124,29180,1649364388938,1652018734416,20220408,20220508
365,16389,15935,1649538140096,1652021722444,20220410,20220508
366,46200,45173,1649372932069,1652024910184,20220408,20220508
367,18086,17048,1649347864501,1652021890166,20220408,20220508
368,2265,2214,1649386630277,1651893405424,20220408,20220507
369,3658,3565,1649351808320,1652023027268,20220408,20220508
370,4589,4511,1649346583330,1652023420097,20220408,20220508
371,8162,7866,1649371166281,1651989634547,20220408,20220508
372,29694,29016,1649374362445,1652024499051,20220408,20220508
373,9682,9524,1649371317765,1651064957073,20220408,20220427
374,10232,9913,1649368925503,1652019491957,20220408,20220508
375,22465,22008,1649346737600,1652020646137,20220408,20220508
376,8851,8607,1649378328231,1652011143453,20220408,20220508
377,2229,2193,1649362179534,1652016712569,20220408,20220508
378,1646,1627,1649392729064,1652024420891,20220408,20220508
379,3520,3375,1649747399145,1652010454352,20220412,20220508
380,7187,7052,1649346606680,1652024254696,20220408,20220508
381,17348,16896,1649346985505,1652014609283,20220408,20220508
382,24558,24208,1649366825297,1652011392443,20220408,20220508
383,25754,25498,1649372641094,1652013978961,20220408,20220508
384,7324,7192,1649417941477,1652016114557,20220408,20220508
385,13765,13471,1649387364164,1652014456496,20220408,20220508
386,2102,2070,1649368172024,1652000293785,20220408,20220508
387,5925,5703,1649376531614,1652024949916,20220408,20220508
388,7792,7583,1649355826364,1651991121154,20220408,20220508
389,16681,16351,1649393043184,1652024870679,20220408,20220508
390,3543,3447,1649412105302,1652017318337,20220408,20220508
391,7855,7682,1649392086929,1652021399513,20220408,20220508
392,5158,5077,1649370606613,1652010724507,20220408,20220508
393,11326,11046,1649375495433,1652024374747,20220408,20220508
394,8134,8031,1649355644527,1652022180614,20220408,20220508
395,8984,8806,1649389297067,1652014235635,20220408,20220508
396,6095,5952,1649371497503,1651789629428,20220408,20220506
397,8229,8054,1649383732136,1652019814314,20220408,20220508
398,5923,5818,1649375170167,1651923690007,20220408,20220507
399,5805,5713,1649369463828,1652020780162,20220408,20220508
400,6335,6216,1649346991263,1651988311267,20220408,20220508
401,8832,8606,1649373664193,1652018505775,20220408,20220508
402,3890,3809,1649389001655,1652024346681,20220408,20220508
403,8554,8295,1649369446214,1652024539509,20220408,20220508
404,498,494,1649381809414,1652004813364,20220408,20220508
405,909,901,1650981305382,1652024021129,20220426,20220508
406,7043,6944,1649359660259,1652021784114,20220408,20220508
407,6649,6483,1649414070891,1652003205937,20220408,20220508
408,13237,12812,1649422927008,1652019799409,20220408,20220508
409,7842,7645,1649379985440,1652013630633,20220408,20220508
410,13158,13024,1649380268592,1652001227925,20220408,20220508
411,2988,2937,1649374124188,1652022409903,20220408,20220508
412,11351,11080,1649370106234,1652013391524,20220408,20220508
413,62349,59335,1649379896666,1652022565576,20220408,20220508
414,5189,5061,1649351516506,1652010017706,20220408,20220508
415,1924,1888,1649377862800,1652019065618,20220408,20220508
416,8928,8595,1649349197856,1652021876190,20220408,20220508
417,16749,16265,1649346788482,1651999692575,20220408,20220508
418,27075,25145,1649378241174,1652018205953,20220408,20220508
419,701,684,1649515780417,1651940697022,20220409,20220508
420,10826,10622,1649346663190,1652023869932,20220408,20220508
421,2715,2665,1649366261832,1651923174316,20220408,20220507
422,7585,7425,1649347913455,1652024022575,20220408,20220508
423,14491,14143,1649384091207,1652018332687,20220408,20220508
424,5573,5469,1649370712691,1652001761219,20220408,20220508
425,8335,8170,1649374262057,1652012653080,20220408,20220508
426,6084,6018,1649368993436,1652020527323,20220408,20220508
427,21505,20948,1649377071067,1652021643019,20220408,20220508
428,6988,6803,1649346958306,1652024674808,20220408,20220508
429,8421,7943,1649346739054,1652022229522,20220408,20220508
430,15797,15406,1649378225444,1652022584041,20220408,20220508
431,7750,7683,1649373860907,1652016518211,20220408,20220508
432,6468,6345,1649470548091,1652004639207,20220409,20220508
433,8294,8155,1649373030600,1651192994304,20220408,20220429
434,62639,61425,1649346736613,1652020821340,20220408,20220508
435,25237,24621,1649379884239,1652025115096,20220408,20220508
436,7785,7641,1649382601004,1652003783913,20220408,20220508
437,8816,8741,1649431970465,1652023567555,20220408,20220508
438,12888,12648,1649347918277,1652024347475,20220408,20220508
439,4370,4265,1649395053911,1651982953046,20220408,20220508
440,8681,8502,1649392753580,1652016344325,20220408,20220508
441,9531,9322,1649349700887,1652025053670,20220408,20220508
442,2657,2602,1649369555521,1652020102649,20220408,20220508
443,1708,1659,1649402769302,1652023127953,20220408,20220508
444,3309,3268,1649639975597,1651644107643,20220411,20220504
445,3242,3187,1649347950633,1652018973810,20220408,20220508
446,27241,26987,1649346305211,1652024525506,20220408,20220508
447,22397,21884,1649347998258,1652023138895,20220408,20220508
448,26995,26376,1649375052545,1652016925109,20220408,20220508
449,3455,3406,1649349209271,1651756528896,20220408,20220505
450,36980,35375,1649391035115,1652024820522,20220408,20220508
451,3921,3845,1649348087276,1652025042512,20220408,20220508
452,2089,2038,1649418239287,1651996392918,20220408,20220508
453,14019,13412,1649420327265,1652016998732,20220408,20220508
454,11817,11608,1649362007220,1652021063073,20220408,20220508
455,28155,27479,1649346747622,1652023513474,20220408,20220508
456,1289,1276,1649375775015,1652024365758,20220408,20220508
457,31892,30700,1649370397126,1652024821342,20220408,20220508
458,14709,14156,1649366816874,1652002656516,20220408,20220508
459,1391,1372,1649370066837,1651999423078,20220408,20220508
460,16260,15866,1649347599645,1652021426850,20220408,20220508
461,2518,2475,1649390233556,1652016668534,20220408,20220508
462,18966,18103,1649346785565,1652024887881,20220408,20220508
463,9921,9681,1649376845316,1652019744051,20220408,20220508
464,22401,21760,1649346666104,1652015089600,20220408,20220508
465,12327,12127,1649373312162,1652013440125,20220408,20220508
466,16944,16484,1649346252591,1652021656659,20220408,20220508
467,128,128,1651467777323,1651975566235,20220502,20220508
468,12021,11977,1649427281139,1651998895167,20220408,20220508
469,503,494,1649466545644,1652007017428,20220409,20220508
470,9591,9184,1649372339478,1652017440476,20220408,20220508
471,557,549,1649476574863,1652013719054,20220409,20220508
472,5213,5083,1649426943497,1652020557138,20220408,20220508
473,6464,6291,1649346340430,1652018440578,20220408,20220508
474,1715,1667,1649374472838,1651572163398,20220408,20220503
475,681,670,1649372132097,1652019303093,20220408,20220508
476,8348,8089,1649397352139,1652024554033,20220408,20220508
477,15211,14884,1649386879851,1652025031839,20220408,20220508
478,5988,5837,1649369095251,1652014907123,20220408,20220508
479,3536,3524,1649369968165,1652016651370,20220408,20220508
480,1150,1138,1649502857656,1652001545554,20220409,20220508
481,5042,4879,1649375504047,1651986992026,20220408,20220508
482,21056,20054,1649346793464,1652024932772,20220408,20220508
483,7362,7358,1649381070789,1651979685213,20220408,20220508
484,5229,5084,1649346469400,1652016634188,20220408,20220508
485,9560,9509,1649399579963,1652015461685,20220408,20220508
486,5386,5339,1649347955173,1652023236189,20220408,20220508
487,12228,12199,1649364739363,1652007350946,20220408,20220508
488,4550,4368,1649368143495,1651875680642,20220408,20220507
489,6217,6131,1651378178556,1652020484470,20220501,20220508
490,23550,22939,1649346793249,1652025124592,20220408,20220508
491,4791,4686,1649380970196,1652018304884,20220408,20220508
492,17682,17415,1649346427781,1652022104746,20220408,20220508
493,1526,1504,1649392217706,1652013338573,20220408,20220508
494,10300,10058,1649380491240,1652018162573,20220408,20220508
495,21722,21303,1649379038287,1652016527002,20220408,20220508
496,4484,4367,1649412877106,1652023918038,20220408,20220508
497,22068,21623,1649422186797,1652019467274,20220408,20220508
